[ 1.09000000e+00 -2.27272727e-04 -1.65289256e-05]
[1.45600000e+00 6.00000000e-03 1.02086438e-04]
[1.75000000e+00 6.00000000e-03 5.31037799e-20]
[ 1.45000000e+00 -6.81818182e-03 -2.91322314e-04]
[2.04662921e+00 1.01123596e-02 2.86958328e-04]
[2.35000000e+00 1.01123596e-02 5.27286548e-15]
[ 1.68190476e+00 -1.09523810e-02 -3.45323615e-04]
[ 1.66000000e+00 -1.09523810e-02  1.22947746e-12]
[1.86333333e+00 3.33333333e-03 2.34192037e-04]
[1.96000000e+00 3.33333333e-03 5.84784256e-15]
[ 1.93989011e+00 -3.29670330e-04 -6.00492404e-05]
[ 1.93000000e+00 -3.29670330e-04  1.81891177e-16]
[ 1.71489796e+00 -3.46938776e-03 -5.06406036e-05]
[ 1.51020408e+00 -3.46938776e-03  1.29734529e-15]
[ 1.42000000e+00 -3.46938776e-03  3.25939529e-15]
